C_a_up
0.643864939631846
0.6359192516644537
0.6845719926051747
0.6408371919292238
0.7506833619763625
0.7189027258837178
0.7183509502732295
0.7005737288454823
0.6624721300318782
0.7105329483020276
0.7272478036344204
0.7169614412363782
0.67003170750845
0.7052025165528606
0.7072374674908395
0.6870861202937572
0.7424171082610534
0.709105270558807
0.7219262211415222
0.7001416032769132
0.7328393790100288
0.7032640571466869
0.7193867405360186
0.6871016623062153
0.6942292278170409
0.7309684044536037
0.7819259043896845
0.7705911003398941
0.8055337757169986
0.7744905007913647
0.7717509433463454
0.7816002152493521
0.774071914338018
0.7803560096016527
0.7739802195785352
0.7650401325339532
0.7913426778863542
0.8163749160549554
0.7966565758159369
0.8101513943472957
0.7880799305624239
0.7553831009678404
0.7428942645919473
0.7102883110573682
0.6925243364453398
0.6980796688560651
0.7252203038818738
0.7322630847761799
0.6885617719839172
0.6191952186956258
0.5270731217154249
0.5628186480380805
0.5998724073795227
0.6207913945446214
0.7309014470551862
0.7304130684944048
0.7043308432378139
0.6523501419349208
0.5297253726197533
0.2140771601037758
0.3609205480083446
0.36263202008057716
0.25423222770350884
0.389732469652207
0.4296898840060925
0.3135334295214887
0.21749902497781154
0.3981263250912657
0.22680071564442925
0.34235362549928333
-0.053432491781511604
0.1731678689578335
0.054914953419390455
-0.0036744645016954652
0.263732803737961
0.44378028339950265
0.29073071831380615
0.3370832617987318
0.31035463495535887
-0.1062090617478188
-0.15946541393485683
-0.27964425526889286
-0.15359209791711986
-0.34449722253755666
-0.5997821940593822
-0.6243300430501061
-0.8677370547520651
-1.0107171154614802
-0.8524041343135548
-1.195798967040023
-1.0620454131108432
-1.08268059074082
-1.015124104603557
-1.2003538908563018
-1.413765184063294
-1.475042600205026
-1.6868436861240494
-1.6351241743191807
-1.7298317453848207
-1.5821926507869608
-1.4250011219671148
-1.465126803551409
-1.547617072119903
-1.3633412760225734
-1.4539252361284203
-1.5246936800765143
-1.5348342941884736
-1.5572811080507782
-1.4750299528634887
-1.4531701315258045
-1.3819744531398397
-1.3682080030003019
-1.3285932977049746
-1.2798558174448562
-1.2624537720423252
-1.263350798671895
