Cm, alpha_m, beta_m, V_t, alpha_m_kf, beta_m_kf, V_t_kf, alpha_t_kf, C_a_up
-0.06455, 0.010238, -0.12353, 150.44, -0.0009224646497987018, -0.12005488532558224, 151.10082768682375, -0.0027693992269246888, -0.6693883507267689
-0.065514, -0.0011987, -0.11279, 152.6, -0.0022928604259217153, -0.1200875557121397, 151.1039308365177, -0.006883565557096915, -0.6693863730130702
-0.06648, 0.010577, -0.12081, 152.78, -0.0036507535809753096, -0.1201124477608833, 151.10861932660708, -0.010960196845539642, -0.6693849231320462
-0.067447, 0.010887, -0.11595, 150.9, -0.004993848089080713, -0.1200926585004715, 151.11373163737196, -0.014992400023456079, -0.6693867115173162
-0.068411, -0.015284, -0.11482, 150.49, -0.006323112347934643, -0.12005389406486146, 151.11999041060758, -0.018983082389064355, -0.6693866817587077
-0.069368, 0.0059943, -0.12388, 152.64, -0.0076408109286193356, -0.12004121073581407, 151.12872634888592, -0.0229390425783944, -0.6693860792948095
-0.070312, -0.0098549, -0.11754, 149.44, -0.00894089191479798, -0.11996109057345368, 151.1370020236652, -0.026842111686623434, -0.6693888675901838
-0.071238, 0.0018372, -0.11877, 152.74, -0.01023030766344679, -0.11992574028443102, 151.1482606028731, -0.03071316189789361, -0.6693882688967137
-0.07214, -0.0072855, -0.12588, 151.16, -0.011503130784138603, -0.11985225949138095, 151.15983861856586, -0.034534398155808735, -0.6693891444473098
-0.07301, -0.016997, -0.11689, 152.4, -0.012762593197093632, -0.11978700125090841, 151.17317390901852, -0.03831552324666126, -0.6693857851250281
-0.073842, -0.025668, -0.11726, 150.95, -0.014004846045003799, -0.11968510861426725, 151.18676199594884, -0.04204498223178133, -0.6693832738974379
-0.07463, -0.016077, -0.11257, 149.44, -0.015229104116575513, -0.11954508448017478, 151.2004900766965, -0.04572041777037555, -0.6693866967344012
-0.075368, -0.00069465, -0.11267, 151.4, -0.01644000068597616, -0.11942648603673814, 151.2162308351666, -0.049355739756877355, -0.6693910570394507
-0.07605, -0.018292, -0.11359, 149.65, -0.01763215093058914, -0.11926639881320679, 151.23186746789096, -0.05293478201777019, -0.6693943357478918
-0.076671, -0.032895, -0.12131, 149.46, -0.018807651533922276, -0.11909211896333151, 151.24822155213914, -0.0564638391614024, -0.6693935285313045
-0.077227, -0.010126, -0.11478, 151.91, -0.019969888453709988, -0.11894656533279539, 151.26670080905316, -0.05995307642145979, -0.6693956389982118
-0.077714, -0.026281, -0.11547, 152.88, -0.021117139448603463, -0.1188054412986619, 151.2864399896432, -0.06339732333004311, -0.6693898474690185
-0.07813, -0.031381, -0.1227, 152.36, -0.022246386071317004, -0.11864437847226988, 151.30654685078488, -0.06678751798371643, -0.6693835435139057
-0.078471, -0.029825, -0.12016, 149.82, -0.023353356958556754, -0.11842846708246513, 151.32576901132933, -0.07011083700739813, -0.6693845472767427
-0.078736, -0.036046, -0.12193, 153.11, -0.024448962683236843, -0.11825590314421487, 151.34743080261558, -0.07340003583751635, -0.6693748347931071
-0.078926, -0.031566, -0.12189, 150.28, -0.025520881349154045, -0.11802412652196331, 151.36791145686226, -0.07661812199980456, -0.6693748548781681
-0.075287, -0.032753, -0.11317, 151.1, -0.026576178213708144, -0.11779314132159953, 151.38926472187416, -0.0797863066251015, -0.6693726354162916
-0.082977, -0.026291, -0.11131, 151.8, -0.027614144942263122, -0.11756166750476471, 151.4113820855212, -0.08290246316970294, -0.6693722555139323
-0.08519, -0.017644, -0.12251, 152.67, -0.028634915572486593, -0.11733392886418448, 151.43434434635813, -0.08596699403798629, -0.6693745625916403
-0.072685, -0.020163, -0.12144, 150.44, -0.029632006149052256, -0.11705738277033145, 151.456213100806, -0.08896043326898274, -0.6693825657469903
-0.085553, -0.024987, -0.11882, 152.48, -0.030614711715043735, -0.11680225639709305, 151.47948982654682, -0.09191068619774838, -0.669382825554513
-0.070848, -0.029998, -0.11746, 151.65, -0.03157654497219924, -0.11652148686924522, 151.50239711349033, -0.094798276827241, -0.6693833019494954
-0.078872, -0.045381, -0.12237, 152.4, -0.03252159561606135, -0.11624169267959315, 151.52585205270358, -0.0976354831343743, -0.6693730359013733
-0.083486, -0.03368, -0.11078, 151.08, -0.0334432326157277, -0.1159272810489452, 151.54849957309676, -0.10040239761173467, -0.6693743207937066
-0.078857, -0.021922, -0.12132, 153.35, -0.03434987552550827, -0.11563910406723048, 151.5725400678797, -0.10312429722489705, -0.6693766458809238
-0.080965, -0.047248, -0.11404, 152.14, -0.03523535806315212, -0.11531871733109646, 151.5957426165222, -0.1057826697226847, -0.6693672129168147
-0.074916, -0.032701, -0.12092, 153.11, -0.03610233008899618, -0.11500296202524248, 151.6194366432193, -0.1083854704464434, -0.66936472922808
-0.07381, -0.045957, -0.10839, 151.51, -0.036946028041901426, -0.11464839284829517, 151.64192647329367, -0.11091839835760357, -0.6693590799105855
-0.077297, -0.047249, -0.11291, 151.06, -0.037768441830345986, -0.1142755359169482, 151.6639122659985, -0.11338742750731418, -0.6693545005050068
-0.07966, -0.034583, -0.11749, 153.0, -0.0385746616756074, -0.1139224550021348, 151.6868557700307, -0.11580783962466254, -0.6693529908895313
-0.068956, -0.031672, -0.1155, 150.95, -0.03935464681996959, -0.11352507834605555, 151.70817324582129, -0.1181494906096415, -0.6693610323776154
-0.070304, -0.043458, -0.11258, 152.57, -0.040119536552206944, -0.11314142100184027, 151.73014673509684, -0.12044582254344839, -0.669355762584257
-0.066355, -0.029334, -0.11444, 152.31, -0.04086187229237052, -0.11274235200176089, 151.7515491770325, -0.1226744434725823, -0.6693624661977413
-0.078514, -0.033216, -0.10572, 152.55, -0.04158454420392603, -0.11233456838412988, 151.77263433001661, -0.12484403017015251, -0.6693661656045958
-0.071495, -0.054043, -0.11443, 151.59, -0.04228584515024568, -0.11190140588489032, 151.79262686086622, -0.12694945751525782, -0.6693577839692427
-0.075663, -0.04622, -0.10538, 153.61, -0.04297151681192054, -0.11148711184115648, 151.81337303915902, -0.12900796303108533, -0.6693489596993998
-0.07196, -0.051274, -0.10486, 151.81, -0.04363173467431467, -0.11103363726177125, 151.83238247471436, -0.13099005181694306, -0.6693429615349747
-0.06373, -0.043267, -0.10339, 149.86, -0.044264528678475364, -0.11053895138546352, 151.8495119069872, -0.13288980941340772, -0.669350860959324
-0.069851, -0.029487, -0.10846, 153.61, -0.044886264564923534, -0.11009085551627204, 151.86845378630136, -0.13475636861831236, -0.6693572333823277
-0.068899, -0.058596, -0.11344, 150.87, -0.04548221859367645, -0.10959056264470723, 151.88494390623816, -0.13654552620486177, -0.6693500093274155
-0.074618, -0.061326, -0.10479, 151.44, -0.04605951875626641, -0.10908688122247934, 151.90108405955505, -0.13827868164266527, -0.6693388630657525
-0.065541, -0.048708, -0.10455, 151.06, -0.046613443852176806, -0.10856650297304714, 151.9162397310185, -0.1399416610671052, -0.6693402266933421
-0.073309, -0.04764, -0.10716, 152.25, -0.047150295136518985, -0.10805321549589879, 151.93142157149418, -0.14155338194134706, -0.6693386316885112
-0.066405, -0.052738, -0.11339, 153.17, -0.04767009448683605, -0.10754327898411181, 151.94643618771585, -0.14311390994557807, -0.6693296738253967
-0.062286, -0.053091, -0.11285, 152.64, -0.048167730890558653, -0.10701450573402788, 151.9602912691683, -0.14460790093163883, -0.6693228018719349
-0.072339, -0.063432, -0.10191, 151.86, -0.04864374161161297, -0.1064622395708471, 151.97277945257233, -0.1460369678592261, -0.6693101143305565
-0.073645, -0.034549, -0.10591, 153.62, -0.04910126232242473, -0.10592525170972535, 151.98558546943926, -0.14741052456202292, -0.669316978304523
-0.068605, -0.05169, -0.10383, 152.18, -0.0495360855320996, -0.10535640367916264, 151.99656705181604, -0.1487159394209937, -0.6693143403829259
-0.071286, -0.059275, -0.10005, 150.45, -0.049946072764761415, -0.10475169595982053, 152.00551255932191, -0.14994679235983574, -0.6693117743622324
-0.068255, -0.053448, -0.097926, 150.99, -0.05033694919611563, -0.10414405973059872, 152.0139118546499, -0.1511202713512005, -0.6693128422698207
-0.070692, -0.049227, -0.097728, 151.33, -0.05070839497036291, -0.10353082969670994, 152.02162356386205, -0.1522354161323792, -0.6693168726765625
-0.072413, -0.05737, -0.10654, 150.1, -0.05105706836908426, -0.10289097106097346, 152.0276172395704, -0.15328219428380085, -0.6693184121888726
-0.061143, -0.037445, -0.097915, 153.56, -0.05139477837470988, -0.10228825562548204, 152.03494593778314, -0.1542960584234277, -0.6693255929274053
-0.064183, -0.056382, -0.099114, 153.73, -0.05171633242136551, -0.10167758989204886, 152.04144859700835, -0.15526141956590284, -0.6693146636332538
-0.073828, -0.054457, -0.10152, 151.91, -0.05201211600444611, -0.10103176368537371, 152.045810980695, -0.15614941329715223, -0.6693128741376234
-0.065924, -0.054631, -0.093652, 153.59, -0.05229448012054135, -0.10039787217698587, 152.05031532068102, -0.15699711945586095, -0.6693046680365128
-0.073582, -0.068333, -0.09393, 153.22, -0.05255871792358696, -0.09974872730144813, 152.05362528455518, -0.15779040727197235, -0.6692850348356724
-0.064402, -0.063718, -0.094675, 151.44, -0.052797419948892116, -0.09906562803741817, 152.0548210360426, -0.15850703224452792, -0.6692769473262745
-0.068964, -0.044485, -0.099656, 152.39, -0.0530178508940405, -0.09838593395940015, 152.05569846030178, -0.15916880425846625, -0.6692838713451349
-0.062019, -0.058274, -0.099837, 151.81, -0.05322007163658873, -0.097688646799259, 152.0552531767524, -0.15977590607879444, -0.6692799345856453
-0.071022, -0.043971, -0.091491, 151.79, -0.05340184545027344, -0.09698043173973196, 152.05384171677437, -0.16032162266446898, -0.6692901395232868
-0.064231, -0.066806, -0.090959, 151.59, -0.0535686358447825, -0.09625988151353894, 152.0513694347105, -0.16082235642127216, -0.6692790573795303
-0.073125, -0.043346, -0.10045, 151.59, -0.05371408150457499, -0.09553080234426602, 152.04799001884237, -0.16125900957418896, -0.6692909782306838
-0.0657, -0.063037, -0.096996, 152.48, -0.05384835879613771, -0.09480327629994909, 152.0442652463568, -0.16166213334432852, -0.6692802665258756
-0.073656, -0.045942, -0.090107, 150.17, -0.05395473178300441, -0.09403609282857112, 152.03814393250192, -0.16198148354128034, -0.6692954680306923
-0.066706, -0.06614, -0.095623, 153.79, -0.05406010867872327, -0.09330589544896184, 152.03345878594448, -0.16229784329945993, -0.6692766967654921
-0.06782, -0.039354, -0.096394, 150.83, -0.05413427967040328, -0.09252938930511964, 152.0260110504389, -0.16252051750932117, -0.6692959298806778
-0.070206, -0.054337, -0.093046, 153.4, -0.05420353758917935, -0.09177519217456294, 152.01932834831914, -0.16272844182030557, -0.6692903811078698
-0.068894, -0.052614, -0.093383, 152.8, -0.05425442993996924, -0.09100435741483308, 152.01141802713357, -0.16288122950378445, -0.6692889045880528
-0.069396, -0.065078, -0.093952, 151.42, -0.05428684107339467, -0.09020764183389143, 152.00181407665062, -0.16297853336022136, -0.6692805354272996
-0.070918, -0.043165, -0.08833, 152.38, -0.05430366012276361, -0.08941290966695865, 151.9919944589184, -0.16302902707001296, -0.66929000674602
-0.074243, -0.055082, -0.084126, 152.16, -0.05430657970832973, -0.08860616818555693, 151.9812438964232, -0.163037792173382, -0.6692885489107142
-0.062632, -0.055405, -0.080546, 152.95, -0.05429755983941827, -0.08779948364292309, 151.9702083077791, -0.16301071295902317, -0.6692836443862941
-0.066792, -0.058589, -0.090766, 152.81, -0.05427416999967772, -0.08698340503176812, 151.958353621382, -0.16294049259436255, -0.6692760731480908
-0.067406, -0.062748, -0.079529, 152.06, -0.05423476245751144, -0.08614865247398182, 151.9452994992104, -0.1628221843027287, -0.669267253641747
-0.062025, -0.043428, -0.077621, 151.53, -0.054176668603531875, -0.08529907227826056, 151.93122406484397, -0.1626477764548668, -0.6692793865551838
-0.073664, -0.057407, -0.082344, 150.98, -0.054105568403090554, -0.08443535347652943, 151.9161559036107, -0.16243432129408708, -0.6692797683531571
-0.065658, -0.067802, -0.083225, 149.95, -0.05401957391247576, -0.08355189553985004, 151.89983272754267, -0.16217615088519352, -0.6692737834097141
-0.073966, -0.056783, -0.086628, 152.98, -0.05392961294931604, -0.08269423961482601, 151.88470535205468, -0.1619060724362445, -0.6692667728207887
-0.069302, -0.068054, -0.086614, 153.39, -0.053830553326186054, -0.08183268457716938, 151.86921965570497, -0.16160867822848218, -0.669247045133649
-0.067223, -0.044681, -0.084356, 152.14, -0.05371155277869117, -0.08094900042974414, 151.85242146291955, -0.1612514178995277, -0.6692547371057581
-0.06192, -0.050234, -0.077827, 153.42, -0.053586266822567716, -0.08007012740951717, 151.83581765214987, -0.1608752876813036, -0.6692519522101894
-0.071617, -0.054805, -0.082315, 152.89, -0.05344872267411953, -0.07917799183979485, 151.81839366277833, -0.16046235623892957, -0.6692465597256585
-0.070996, -0.048594, -0.073905, 151.65, -0.05329520168004324, -0.07826400810577051, 151.79975882554925, -0.16000145952879075, -0.669251672690825
-0.075167, -0.05659, -0.074487, 153.35, -0.0531383063087677, -0.07735977438745402, 151.78163881516036, -0.15953043235174572, -0.669242427237191
-0.067397, -0.053137, -0.075052, 149.92, -0.05295929305249733, -0.07641287044181502, 151.7611512703367, -0.15899300343928535, -0.6692491868467373
-0.06709, -0.05799, -0.073573, 151.97, -0.05277835039614461, -0.07547892214691869, 151.74142535229328, -0.15844978213239813, -0.6692433483490097
-0.075555, -0.039788, -0.077334, 152.06, -0.052585748335599224, -0.07453876575221757, 151.72138693334765, -0.1578715572674183, -0.6692542718706547
-0.076473, -0.048101, -0.071471, 152.93, -0.05238852601712697, -0.07359895353105662, 151.70148082123814, -0.15727946158502165, -0.6692537715816596
-0.079254, -0.037544, -0.076602, 149.87, -0.052171178024221464, -0.07262278558960547, 151.67959745599128, -0.1566269451296133, -0.6692742922497431
-0.07044, -0.051652, -0.075226, 152.31, -0.0519560730839614, -0.07166255735386917, 151.65876614111644, -0.1559811627081472, -0.6692721730203256
-0.074639, -0.051838, -0.068771, 150.62, -0.05172786294149304, -0.07067855149052364, 151.63676910366638, -0.1552960361916285, -0.6692758060165115
-0.076528, -0.067027, -0.06562, 149.69, -0.051491684807936935, -0.06967871196869023, 151.6140637207568, -0.1545869883808213, -0.6692683643914088
-0.080555, -0.058699, -0.063179, 152.76, -0.051257582041355186, -0.06869974602631919, 151.59279370247887, -0.1538841711824236, -0.6692572161760155
-0.070331, -0.051654, -0.064114, 153.32, -0.05101792966190925, -0.06771881644564103, 151.57164614129627, -0.1531646930815413, -0.6692502958344413
-0.07223, -0.04642, -0.071786, 153.02, -0.05077062738672669, -0.06672906816532491, 151.5502060345794, -0.15242224866390777, -0.6692489871031801
-0.07948, -0.065998, -0.062003, 152.41, -0.05051859958167053, -0.06572606156356595, 151.5283282670161, -0.15166561738417433, -0.6692316785263009
-0.074778, -0.049881, -0.065378, 151.13, -0.05025511311918221, -0.06470578132270845, 151.50572009061585, -0.15087458522301833, -0.6692333604419992
-0.073242, -0.057682, -0.066407, 152.88, -0.04999361558806624, -0.0636938583367406, 151.48394516353335, -0.1500895241795699, -0.6692214443928955
-0.08163, -0.035368, -0.065233, 151.81, -0.049721423223488714, -0.06266639938611383, 151.4616029258359, -0.149272355387031, -0.6692331149815927
-0.07807, -0.056621, -0.060596, 151.68, -0.049447863501054116, -0.061630965670296536, 151.43919250786473, -0.14845108154852302, -0.6692258553193036
-0.076898, -0.034411, -0.056028, 153.13, -0.04917245790554715, -0.0606003232731346, 151.41751134356488, -0.14762426607819126, -0.6692329819713797
-0.075789, -0.054115, -0.055604, 150.46, -0.04888832108894416, -0.05954245923214221, 151.3945831366605, -0.14677123796441707, -0.6692316219327967
-0.082605, -0.048818, -0.051043, 150.92, -0.048602336831059155, -0.05848173344351884, 151.3719566293961, -0.14591266351078117, -0.669233003154929
-0.069561, -0.040295, -0.055643, 149.76, -0.04830953043778019, -0.05740701015546655, 151.34889305675094, -0.14503360782082889, -0.6692454790825642
-0.081267, -0.038388, -0.058392, 152.71, -0.04802377119964266, -0.056348666743381, 151.3273527286981, -0.14417570891558917, -0.6692490969681646
-0.080006, -0.036004, -0.052918, 152.24, -0.04773492325324641, -0.055280409250391384, 151.3057311272263, -0.1433085371712593, -0.6692560275736955
-0.083635, -0.0546, -0.049288, 150.43, -0.047441920210945863, -0.05419325572079412, 151.28344095381476, -0.14242889110676157, -0.6692527916868932
-0.082277, -0.04816, -0.047082, 150.53, -0.04714786533958976, -0.05310113577446044, 151.2613951984256, -0.14154608726860393, -0.6692544014790438
-0.083906, -0.035505, -0.047168, 153.11, -0.046859852743234946, -0.05202119044831768, 151.2407347765514, -0.14068142339030393, -0.6692577366334437
-0.083521, -0.062695, -0.046091, 152.21, -0.0465725957178137, -0.05092961413150281, 151.21989722069767, -0.13981902786728428, -0.669240872852733
-0.078844, -0.049532, -0.053804, 151.14, -0.04628118831065388, -0.04982662353334557, 151.19884343618568, -0.13894417217684168, -0.6692383502615613
-0.075634, -0.040721, -0.048942, 153.02, -0.04599524545341437, -0.04872987887272036, 151.17888390333962, -0.13808572201514008, -0.6692366451330828
-0.074948, -0.035947, -0.04981, 149.9, -0.04570101603418186, -0.04760882085362059, 151.1578577114204, -0.13720239415391652, -0.6692488259589636
-0.077196, -0.058372, -0.039619, 152.83, -0.0454195967111044, -0.04649947796369188, 151.1384020740438, -0.13635752442807667, -0.6692326790356355
-0.075, -0.031234, -0.045169, 150.52, -0.04513053831441326, -0.04537224118703944, 151.1182877455065, -0.13548972087537983, -0.6692459438041649
-0.086603, -0.038372, -0.047723, 151.72, -0.0448482256594901, -0.04424751570510785, 151.09903129696423, -0.13464216921205502, -0.6692491749059133
-0.082429, -0.033011, -0.047268, 151.44, -0.04456735908960915, -0.0431165569848107, 151.08001617476646, -0.13379895894739388, -0.6692573084932373
-0.079845, -0.036938, -0.044613, 150.41, -0.04428720739137188, -0.041975314874980255, 151.060950576007, -0.13295789485167028, -0.6692652645569702
-0.07871, -0.035792, -0.044058, 150.12, -0.044009667873115936, -0.04082825675478877, 151.04216164145424, -0.1321246729743151, -0.6692747259432803
-0.080348, -0.030674, -0.034141, 149.28, -0.043733142782160735, -0.03967178259454804, 151.02343726293415, -0.13129449658405049, -0.6692905554405816
-0.085753, -0.03057, -0.034234, 150.76, -0.04346500778560809, -0.03851872371345007, 151.00573862412395, -0.13048950871559786, -0.6693014419366823
-0.073594, -0.044772, -0.035901, 152.56, -0.04320786434350815, -0.0373703601075818, 150.98919191074438, -0.12971751940422888, -0.6692952949228259
-0.077952, -0.043886, -0.040214, 150.7, -0.04295033014968311, -0.03620993167206633, 150.97234992914107, -0.12894435698825837, -0.6692954196155653
-0.075148, -0.046286, -0.038875, 151.14, -0.042699423708395835, -0.0350475742904702, 150.95613752464152, -0.12819109223748118, -0.6692920859512445
-0.08687, -0.055195, -0.03405, 149.58, -0.04245059691802848, -0.03387435231741913, 150.9397818503926, -0.12744407096026272, -0.6692865352742846
-0.081435, -0.056507, -0.025977, 151.91, -0.04221398468120324, -0.03270637517969441, 150.92480238579793, -0.1267337198959832, -0.6692726261870827
-0.074359, -0.043728, -0.033508, 150.77, -0.04197908020506327, -0.03153121073312997, 150.90987216879287, -0.12602849582613385, -0.6692717309160789
-0.082303, -0.048811, -0.027413, 150.79, -0.0417510711003848, -0.030352175707191783, 150.89544345871172, -0.12534397286000595, -0.6692667397397378
-0.075636, -0.054087, -0.033609, 149.66, -0.04152713177212052, -0.029166660003487613, 150.88109593494937, -0.12467166807010592, -0.669261046348816
-0.08844, -0.054715, -0.02758, 149.13, -0.041308719349583, -0.027975778580790985, 150.8670641238622, -0.12401595601191687, -0.6692563173370167
-0.086504, -0.038545, -0.027802, 149.19, -0.04109610834879265, -0.026782463226721828, 150.85358013432474, -0.12337766083025004, -0.6692632140525241
-0.083172, -0.031399, -0.023157, 150.68, -0.04089417200806397, -0.025590631320002027, 150.84117497494807, -0.12277141283362054, -0.6692706939670272
-0.083806, -0.050392, -0.016985, 151.95, -0.040704911294455484, -0.024399115312102843, 150.82976549267423, -0.12220321927295788, -0.6692602449051533
-0.088879, -0.040618, -0.015799, 151.2, -0.04052062328668551, -0.023202625553768882, 150.81861737660716, -0.12164995463960739, -0.6692590394145896
-0.078292, -0.041004, -0.018508, 150.37, -0.040342259766914704, -0.022001777312955134, 150.80771360161754, -0.12111447634905975, -0.6692598557110118
-0.083621, -0.048365, -0.015992, 149.38, -0.04017024365351444, -0.02079594164337174, 150.7970043690318, -0.12059805407577998, -0.6692581105879772
-0.082322, -0.045779, -0.023529, 149.54, -0.04000688031877155, -0.019589313048770228, 150.78691345289246, -0.1201076089481065, -0.6692576208449037
-0.07931, -0.030985, -0.019129, 150.72, -0.03985392202275825, -0.018382767665511113, 150.77780293008, -0.11964840155536424, -0.6692641558790564
-0.077345, -0.024036, -0.021902, 149.97, -0.039707271959772354, -0.01717314719870738, 150.768991032237, -0.11920813257470442, -0.6692776978389662
-0.081545, -0.026417, -0.018297, 151.48, -0.039573694777977585, -0.015964026994144707, 150.76127888173346, -0.11880711065578543, -0.6692849787188672
-0.07662, -0.03469, -0.014899, 151.41, -0.03944979000148932, -0.014752557443508202, 150.75411055884442, -0.11843512697891093, -0.669286453419191
-0.084722, -0.035114, -0.0058355, 151.99, -0.039336680091992385, -0.013539189591325662, 150.747715484382, -0.11809555136917163, -0.6692858421476129
-0.082609, -0.029563, -0.0081742, 151.66, -0.039231681966945056, -0.012323947322432995, 150.7417803497029, -0.11778032874638812, -0.6692900155218441
-0.089571, -0.032087, -0.0086034, 150.83, -0.0391343384545924, -0.01110632456721045, 150.73613512302512, -0.11748808660148383, -0.6692947090952254
-0.083876, -0.039843, -0.013837, 151.47, -0.03904891632114446, -0.009888630323098977, 150.73129377385922, -0.11723163450829563, -0.6692920256658706
-0.080181, -0.03883, -0.0092068, 152.06, -0.03897465002734406, -0.008669646247996175, 150.7272380373021, -0.11700867418490299, -0.6692882994284257
-0.087069, -0.023508, -0.0019205, 152.56, -0.0389102136043532, -0.007448900982634045, 150.72393719866605, -0.11681522484236653, -0.6692938204543354
-0.08756, -0.024837, -0.011134, 149.0, -0.03884686763275008, -0.006226552557794313, 150.71999854381312, -0.11662504922444476, -0.6693085376978835
-0.083508, -0.026804, -0.004975, 149.9, -0.03879594602379508, -0.005003293637332071, 150.71695811884388, -0.11647217370286839, -0.6693192438534529
-0.082962, -0.039501, 0.0021737, 149.68, -0.03875557146258126, -0.003778771694004255, 150.71443231039692, -0.11635096225196088, -0.669321673482439
-0.086742, -0.027366, 0.00095376, 149.3, -0.0387233470896702, -0.0025540954717046716, 150.71236679383372, -0.11625421908305193, -0.6693336097413856
-0.087442, -0.02329, -0.0011959, 149.59, -0.038701645794549815, -0.0013294652913358766, 150.71099156996365, -0.11618906802285382, -0.6693475315934753
-0.087356, -0.029524, 0.0057668, 151.29, -0.03869485501902438, -0.00010329617291534434, 150.71078977557136, -0.11616868093431394, -0.6693522675402691
-0.086198, -0.036143, 0.0019297, 151.35, -0.03869890893700409, 0.0011226364521327665, 150.71119960455295, -0.11618085150076489, -0.6693522317544851
-0.081336, -0.048713, 0.0063069, 149.55, -0.03870964640001961, 0.0023477677408174193, 150.7115844322629, -0.11621308723118642, -0.6693485631270781
-0.081068, -0.03901, -0.00064152, 148.78, -0.038727803036815146, 0.0035710424689878607, 150.71229432617213, -0.11626759661093998, -0.6693538518347143
-0.088958, -0.046582, 0.0037391, 150.38, -0.03876069749309567, 0.0047959502184606664, 150.714143117741, -0.11636635148660192, -0.6693493478503667
-0.083902, -0.044559, 0.0015561, 150.19, -0.0388030282505863, 0.006019927444297549, 150.7165150212145, -0.11649343577876992, -0.669346826570618
-0.080814, -0.024137, 0.010046, 149.06, -0.038850878284849226, 0.007242543048928362, 150.7190858777106, -0.11663708989920152, -0.6693618122624826
-0.08644, -0.051114, 0.0056536, 150.53, -0.03891460196570533, 0.008466075981052888, 150.7227495760975, -0.1168283994659564, -0.6693538241118376
-0.078792, -0.04665, 0.0074117, 152.0, -0.03899154747349357, 0.009691624463468525, 150.72750798737468, -0.11705940325545727, -0.6693448437140364
-0.083259, -0.041751, 0.0086958, 150.2, -0.03907338219854493, 0.010913052109408105, 150.73222660722456, -0.11730508532505449, -0.6693444755636694
-0.080233, -0.025787, 0.015023, 149.07, -0.03916075636278172, 0.012131663447687305, 150.73713338590667, -0.11756739775398427, -0.6693586277104663
-0.088289, -0.048685, 0.0084698, 151.41, -0.03926555546659916, 0.01335339438117565, 150.74343462009304, -0.11788202288044063, -0.6693500855319862
-0.081635, -0.026639, 0.014132, 149.58, -0.03937337112033258, 0.01457004792264093, 150.74967212001522, -0.11820570421409916, -0.669362428528836
-0.086084, -0.053744, 0.02247, 152.54, -0.039500345920459055, 0.015793744847730815, 150.7575297947312, -0.11858690463558515, -0.6693472319963732
-0.084424, -0.035146, 0.020464, 151.59, -0.03963256550772968, 0.017013223736936985, 150.76562532090895, -0.11898385081975758, -0.6693480721148174
-0.091827, -0.025859, 0.013229, 150.55, -0.039770411028571054, 0.018227239706594973, 150.77391748985673, -0.11939768703444228, -0.6693586564577785
-0.07721, -0.046741, 0.027427, 151.17, -0.03992055995514993, 0.019442934495951674, 150.78300153513618, -0.11984846021180127, -0.6693526520546779
-0.084386, -0.03823, 0.015785, 151.53, -0.040079632387838265, 0.0206565463874997, 150.7927719991766, -0.12032602330563716, -0.6693518718551252
-0.082075, -0.041241, 0.021882, 149.33, -0.04024188656464252, 0.021861299938423423, 150.80230584128935, -0.1208131385483785, -0.6693553802416096
-0.08208, -0.029736, 0.029873, 149.52, -0.04041196430337605, 0.02306515386359969, 150.81245883998076, -0.12132374148396906, -0.6693668472127525
-0.081889, -0.031513, 0.030715, 150.2, -0.04059209663941532, 0.024269064400547515, 150.8234035736935, -0.12186453006842068, -0.6693752615254097
-0.089921, -0.045055, 0.029127, 150.41, -0.04078192979167293, 0.02547105106595894, 150.8349639036158, -0.12243444218941266, -0.6693733581310569
-0.07637, -0.045935, 0.021308, 151.55, -0.04098253012948922, 0.02667413861505224, 150.84747698490293, -0.1230366792730673, -0.6693676808218413
-0.085045, -0.039273, 0.026689, 149.32, -0.04118418579532805, 0.02786569630656944, 150.8596877432151, -0.12364208463488892, -0.669373566891586
-0.083097, -0.042662, 0.029175, 149.42, -0.04139364530048018, 0.029054824226760752, 150.872452284347, -0.1242709184788383, -0.6693768529294795
-0.081369, -0.045651, 0.032704, 152.6, -0.04161875240277129, 0.030255602459649304, 150.88693563612415, -0.12494672912935623, -0.6693688378245615
-0.075097, -0.029789, 0.03881, 151.74, -0.041846818669794526, 0.0314501227271833, 150.90160548084006, -0.1256314237067794, -0.6693754371013477
-0.084491, -0.049978, 0.033271, 150.22, -0.04207921078275738, 0.032633437083651934, 150.91618517803127, -0.1263291052256573, -0.669371513853423
-0.077004, -0.036675, 0.035168, 150.1, -0.04231617683007309, 0.033812892264132595, 150.93120489812506, -0.12704051849053064, -0.6693782436746157
-0.083437, -0.026939, 0.042603, 152.57, -0.04256466744257168, 0.03500234746027195, 150.94767302358017, -0.12778653050335065, -0.6693853863616701
-0.073887, -0.054966, 0.039921, 151.44, -0.042818469228345896, 0.03618203726522377, 150.96416829836735, -0.12854848758156345, -0.669374641450962
-0.0745, -0.055102, 0.036734, 152.12, -0.0430794287261554, 0.037361409722685944, 150.98139303292322, -0.1293319333555018, -0.6693619684266926
-0.086673, -0.034192, 0.034397, 150.38, -0.04333849835482012, 0.03852687460646014, 150.99836546408508, -0.13010970541375932, -0.6693709246744723
-0.087172, -0.035931, 0.041092, 152.26, -0.043607479731030525, 0.039699956398473187, 151.01653657724717, -0.13091723426106722, -0.6693732137917757
-0.087244, -0.039771, 0.046164, 149.9, -0.04387469227958455, 0.040855431612006304, 151.03417149145167, -0.13171945278028263, -0.6693798381630806
