Cm, alpha_m, beta_m, V_t, alpha_m_kf, beta_m_kf, V_t_kf, alpha_t_kf, C_a_up
-0.044235, 0.053835, -0.011981, 152.28, 0.043838964204614694, -0.008702085282710832, 151.4528047158524, 0.13161219088875908, -0.7325079248774367
-0.044243, 0.062515, -0.012342, 152.17, 0.043821672203532974, -0.009114826018316272, 151.45019473761786, 0.13156027729571446, -0.7322485248443094
-0.044252, 0.037962, -0.0050868, 150.69, 0.043707520712350525, -0.009514138167989471, 151.4433244741774, 0.13121757467670142, -0.7322900565164805
-0.044262, 0.062689, -0.0065815, 152.49, 0.043686490527042536, -0.009925288783717897, 151.44104398621005, 0.13115443840481636, -0.7320516841256599
-0.044273, 0.064687, -0.010836, 152.6, 0.04366764416221349, -0.010338552229275861, 151.4387867355013, 0.13109785834161364, -0.7317894409441187
-0.044286, 0.043608, -0.0085851, 152.18, 0.04358072413400019, -0.010747222037051044, 151.43513905227636, 0.13083690930796696, -0.7318417518288003
-0.0443, 0.047229, -0.0045358, 151.02, 0.043479239161402713, -0.01114489982585748, 151.42818027468277, 0.13053223377951473, -0.7317520665403083
-0.044316, 0.061498, -0.0072056, 149.8, 0.043389978498830015, -0.011533722129792447, 151.41782957629772, 0.13026425775465833, -0.7313459913216475
-0.044332, 0.05561, -0.0098919, 149.69, 0.04327894345307791, -0.01192174255063256, 151.40702447011316, 0.12993091124654602, -0.7310277789505654
-0.04435, 0.062221, -0.014609, 151.09, 0.043203668122785144, -0.012321668116403577, 151.399631802519, 0.12970492162020666, -0.7307029150986611
-0.04437, 0.058414, -0.0071411, 150.58, 0.043105412200851796, -0.012713063694213194, 151.39072553721462, 0.1294099402631407, -0.7304037311622796
-0.044391, 0.061826, -0.014642, 150.23, 0.04300521684973459, -0.013103802076580693, 151.38075525285822, 0.12910913640254182, -0.7300272367976984
-0.044413, 0.03935, -0.016687, 152.2, 0.0428768775179383, -0.013510857695898626, 151.37550799954406, 0.12872383941979215, -0.7301397512557676
-0.044437, 0.049304, -0.0116, 152.8, 0.042778735088479056, -0.01391984591436442, 151.37150232153854, 0.1284291987868614, -0.7301370799104705
-0.044462, 0.043661, -0.0083888, 150.98, 0.042632671566117566, -0.014310374256823629, 151.36276886624358, 0.12799069070311198, -0.7300947210053695
-0.044488, 0.050019, -0.010726, 150.92, 0.042496931295626574, -0.014700178054595628, 151.3536990787839, 0.12758317481592613, -0.7299490035794002
-0.044516, 0.044392, -0.014704, 150.42, 0.042335366809637585, -0.01508588519274865, 151.34324233941274, 0.12709813014489832, -0.7298541940200638
-0.044545, 0.057657, -0.021506, 150.57, 0.04220358479009487, -0.015474677509878985, 151.3329873969504, 0.12670249761510566, -0.7295670889860463
-0.044576, 0.046387, -0.021321, 152.47, 0.042070959709430616, -0.015880233104464018, 151.32704821471287, 0.1263043340692803, -0.7295796741215386
-0.044608, 0.036432, -0.013602, 151.34, 0.04189307208802466, -0.01627009369284623, 151.31822475459373, 0.12577028450834737, -0.7296632239721017
-0.044642, 0.048555, -0.018176, 149.79, 0.04171504717948224, -0.016645180479556224, 151.30563400005855, 0.12523582278756673, -0.7294588414240022
-0.044677, 0.065545, -0.010843, 150.36, 0.041580383888127403, -0.017021135417806768, 151.2942206968028, 0.12483154017895448, -0.7290412039750344
-0.044713, 0.038686, -0.01963, 152.57, 0.04141479556266093, -0.017422363674027833, 151.28767814829436, 0.12433441524236782, -0.7291672534965883
-0.044751, 0.041295, -0.015937, 151.89, 0.04124058602707156, -0.01781349143098103, 151.27938589355426, 0.12381140793440282, -0.7292072080224555
-0.044791, 0.040071, -0.023188, 149.49, 0.04102312851977162, -0.0181807111855584, 151.26558229759607, 0.12315856269774596, -0.7291032524281117
-0.044832, 0.043292, -0.021603, 149.38, 0.04080738564822332, -0.018544220486645804, 151.25144845424282, 0.12251086509566357, -0.728944142847539
-0.044875, 0.061025, -0.018799, 149.42, 0.04062639528033716, -0.01890507491523344, 151.23732251930755, 0.12196750055045946, -0.7285338286339311
-0.044919, 0.049064, -0.020033, 150.81, 0.04043648343463098, -0.019280256846467204, 151.22608501248766, 0.12139735217805592, -0.7283844149856296
-0.044965, 0.035689, -0.025286, 151.51, 0.040225019002274064, -0.019664103000909147, 151.21619737282273, 0.12076249919412954, -0.7284672443545375
-0.045012, 0.047247, -0.019758, 151.62, 0.040035386349314396, -0.020045109284301307, 151.20638029088116, 0.12019318900688195, -0.7283930817062786
-0.045061, 0.041049, -0.020178, 151.41, 0.03982601196335255, -0.020422169669532964, 151.19597400969053, 0.11956461070553773, -0.7283898223701454
-0.045112, 0.056517, -0.017677, 149.91, 0.03962203709057735, -0.02077839609243951, 151.18236546068087, 0.11895224268135493, -0.728076418354709
-0.045164, 0.055807, -0.020036, 152.02, 0.03944298140793511, -0.021159390720284933, 151.17293302990282, 0.11841468639755143, -0.7279064216355285
-0.045218, 0.051244, -0.014835, 152.68, 0.03926018343506189, -0.02154453025719199, 151.16465517832253, 0.11786589510796763, -0.7278392329912724
-0.045274, 0.033989, -0.02151, 149.22, 0.03899039772088557, -0.021887667116054388, 151.1493952024076, 0.11705595149827129, -0.727786064675958
-0.045331, 0.059225, -0.026951, 151.36, 0.03879568925379682, -0.022258257665953112, 151.13826514090613, 0.11647140283470034, -0.7275271894116447
-0.045389, 0.046243, -0.017286, 152.83, 0.03859304929394607, -0.022641587818847224, 151.12982598696738, 0.11586304245115917, -0.7275307333610589
-0.04545, 0.03183, -0.023656, 151.94, 0.038347284457162234, -0.023014433693455846, 151.1195396020712, 0.1151252136908452, -0.7276666431112837
-0.045512, 0.048569, -0.023174, 152.03, 0.03812999797981766, -0.02338638775319896, 151.10929417819287, 0.11447288191584379, -0.7275865099254285
-0.045576, 0.032825, -0.029056, 149.74, 0.037848902997538666, -0.023728339418661638, 151.09469513302605, 0.11362898591745975, -0.7275696580885351
-0.045642, 0.053845, -0.026924, 151.73, 0.03762909366783869, -0.02409414357282272, 151.08368834822016, 0.11296908010115037, -0.7274004969459588
-0.045709, 0.052591, -0.029756, 149.69, 0.03737524428316377, -0.02443113343424522, 151.06891356696016, 0.11220698012276374, -0.7271254907836596
-0.045778, 0.051666, -0.02002, 151.09, 0.03713482006593563, -0.02478095900574301, 151.05658260722916, 0.11148518483069386, -0.7269446982090226
-0.045849, 0.038385, -0.020645, 151.4, 0.03687224160470229, -0.02513328739203518, 151.04471972878977, 0.11069687864713942, -0.7269466219548626
-0.045921, 0.034766, -0.029772, 151.65, 0.03660356465720734, -0.025491128115272182, 151.03322186535596, 0.10989026374775292, -0.7270049564517599
-0.045995, 0.051381, -0.028556, 151.53, 0.03635716192942784, -0.025844554534929846, 151.02143750895092, 0.109150519927788, -0.72685001710352
-0.046071, 0.031692, -0.028081, 152.52, 0.036088207873083145, -0.026210076408660278, 151.01123541318577, 0.10834307309946586, -0.7269892118262694
-0.046149, 0.045316, -0.033058, 150.2, 0.035807585324526436, -0.02654141050994223, 150.9971080179212, 0.10750059542923734, -0.7268298793585585
-0.046228, 0.050155, -0.02305, 150.25, 0.035531614509970603, -0.026866607681178538, 150.98303448867335, 0.10667208307307119, -0.7266149971777797
-0.04631, 0.027222, -0.02943, 152.73, 0.03524860829679017, -0.027229713869291575, 150.97292895222913, 0.10582244922729965, -0.7268067298761081
-0.046393, 0.05165, -0.022016, 152.53, 0.03499675756193141, -0.027584318986524935, 150.96240413778406, 0.10506634954307817, -0.7266978772631866
-0.046477, 0.037355, -0.032215, 151.89, 0.03471198117050223, -0.027931378458446652, 150.95081435105635, 0.10421140131450111, -0.7267180864499897
-0.046564, 0.055894, -0.023106, 152.14, 0.03445394161873417, -0.028275974019735958, 150.93954076056318, 0.10343672172614138, -0.7265366320351772
-0.046652, 0.037377, -0.022826, 152.37, 0.034168489316975685, -0.02862177701663223, 150.9285523620544, 0.10257974429726502, -0.7265768259202463
-0.046742, 0.046758, -0.034163, 150.48, 0.03386987903012911, -0.02894012280573568, 150.91470930955248, 0.10168326430995589, -0.7264090736780704
-0.046833, 0.027957, -0.022824, 150.83, 0.03354647454091707, -0.02925647678331371, 150.90136880925849, 0.10071234781727159, -0.7264676326473989
-0.046927, 0.054021, -0.025351, 152.61, 0.033276525211995235, -0.02960037743678079, 150.8906035997985, 0.09990191300766875, -0.7263275505272614
-0.047021, 0.024393, -0.031961, 151.69, 0.03295297779660133, -0.029929710026396772, 150.87848698864192, 0.09893056742574222, -0.7264618835587786
-0.047118, 0.02324, -0.025468, 151.58, 0.03262417596233875, -0.030251804259348432, 150.86618848654734, 0.09794344716501796, -0.7265988224554907
-0.047216, 0.028117, -0.030674, 150.08, 0.032281783047222255, -0.030548497405614605, 150.8518335526806, 0.09691552411708867, -0.7266050449352287
-0.047315, 0.024573, -0.02851, 149.74, 0.03192872546630512, -0.03083570105456444, 150.83706832786154, 0.09585558388863094, -0.7266290518953916
-0.047416, 0.045961, -0.03728, 149.11, 0.03159198254693054, -0.031113218961735856, 150.82155833445512, 0.09484462311003436, -0.726397627031518
-0.047518, 0.029458, -0.036755, 149.24, 0.031234259157429625, -0.03138979721926077, 150.80631207279106, 0.09377067531316984, -0.7263417876564168
-0.047622, 0.044606, -0.029552, 148.95, 0.030888331762083863, -0.03165521393529127, 150.79078197242072, 0.09273214114120815, -0.7261174911302523
-0.047726, 0.046559, -0.027815, 152.06, 0.03057536352472812, -0.03197114725962718, 150.77924570691917, 0.09179255609068712, -0.7260163620737765
-0.047832, 0.049547, -0.026207, 150.35, 0.030244055521740015, -0.03225354993863015, 150.76561288361705, 0.09079791187581185, -0.7258071313319668
-0.047939, 0.040255, -0.03391, 149.61, 0.029891761925467945, -0.03252331863772111, 150.75117140359933, 0.0897402652620589, -0.7256555435494779
-0.048048, 0.034366, -0.033405, 151.49, 0.02955024405999198, -0.03282347716370922, 150.73905495474227, 0.08871496926525675, -0.725641953064977
-0.048157, 0.038341, -0.031538, 151.79, 0.02921316076438917, -0.03312538704282178, 150.72732633305768, 0.08770298661805682, -0.7256008792891522
-0.048267, 0.03774, -0.036676, 150.52, 0.028859736643858918, -0.03340362920461502, 150.71419384929885, 0.08664194597396645, -0.7255093852728803
-0.048379, 0.039354, -0.032372, 152.31, 0.02852316587306632, -0.033709792919070496, 150.70314760930083, 0.08563150201533686, -0.7254758348912732
-0.048491, 0.03691, -0.030687, 150.09, 0.028159546010723614, -0.03397133813585819, 150.6896797786278, 0.0845398519820417, -0.725371674729804
-0.048605, 0.020179, -0.035152, 150.48, 0.02778191246027348, -0.03423901054470693, 150.67674728152159, 0.0834061304211064, -0.7254321798037573
-0.048719, 0.017658, -0.03504, 151.11, 0.027406155883984918, -0.034515355610535585, 150.66458225955355, 0.08227804386287081, -0.7255360499440972
-0.048834, 0.021932, -0.02808, 149.75, 0.02701953842589689, -0.03475989105614155, 150.6510679256939, 0.0811173510495709, -0.7255460868834787
-0.04895, 0.017685, -0.028646, 150.13, 0.026631033998391992, -0.03500867750267191, 150.6380712364269, 0.07995099322607742, -0.7256041261827162
-0.049068, 0.036416, -0.02993, 151.51, 0.026268545417440857, -0.03528124100625484, 150.62658739955384, 0.07886273949616575, -0.7255507055408017
-0.049186, 0.038791, -0.038401, 150.27, 0.025894356508662064, -0.035530549244777235, 150.61398433100405, 0.07773935934829568, -0.7254306380244614
-0.049305, 0.016595, -0.033308, 150.82, 0.025505590963252875, -0.03578503235686057, 150.6020272178703, 0.07657221760346447, -0.7255115689289977
-0.049425, 0.025912, -0.031925, 151.02, 0.02512380341752693, -0.036039595985029614, 150.590373538969, 0.0754260250266393, -0.7255200394118162
-0.049546, 0.026388, -0.0349, 149.14, 0.02472464661808294, -0.03625530348506753, 150.57708499992248, 0.07422768693092674, -0.7254587694400432
-0.049667, 0.016802, -0.034369, 151.84, 0.024339180971334598, -0.036520746583895085, 150.5664366097983, 0.0730704520554832, -0.7255593717118675
-0.04979, 0.027599, -0.030595, 150.21, 0.023946230761007933, -0.036748879385829186, 150.55441477533336, 0.07189074721916666, -0.7255204802442528
-0.049914, 0.030188, -0.03269, 152.18, 0.02356851718369162, -0.037014028199268516, 150.54428754231444, 0.07075678540366835, -0.7255211823152693
-0.050039, 0.02858, -0.030437, 149.17, 0.023164666177840115, -0.03721431060676861, 150.531643558583, 0.06954435448434589, -0.7254401656501491
-0.050165, 0.013243, -0.035238, 151.59, 0.022767799897891575, -0.03746222645271474, 150.5212526373215, 0.06835289292631024, -0.7255409869059124
-0.050292, 0.019206, -0.041479, 149.82, 0.0223600805847467, -0.03767347480849684, 150.50951916950092, 0.06712884867608115, -0.7255439358782725
-0.05042, 0.022927, -0.03596, 149.0, 0.021947358289653898, -0.03786200104531683, 150.4972688752306, 0.06588978460439666, -0.7254960247474919
-0.050549, 0.038306, -0.040848, 150.41, 0.021551299330096703, -0.038078093980939864, 150.48636403035016, 0.06470074676250902, -0.725378458846984
-0.05068, 0.021649, -0.044475, 150.11, 0.021142510561069215, -0.03828606142606372, 150.47539227087665, 0.06347349181982123, -0.7253655051034311
-0.050812, 0.035409, -0.040143, 149.2, 0.020733400605276942, -0.038469645491307214, 150.46387336150983, 0.06224527261863498, -0.7252370837326109
-0.050947, 0.037867, -0.044414, 148.5, 0.020319476644287068, -0.03863684574083091, 150.45202272705754, 0.06100260093704685, -0.7250768240122517
-0.051083, 0.029412, -0.040035, 149.25, 0.01990466990553267, -0.03881414148748185, 150.44093929906046, 0.05975727900315999, -0.724989298083237
-0.051221, 0.014232, -0.035136, 151.12, 0.01949266443902263, -0.03902501808416155, 150.43143328571904, 0.05852036697548431, -0.7250371634855463
-0.051361, 0.034743, -0.033754, 151.45, 0.01908998099290344, -0.03923871765299969, 150.42233561374306, 0.057311441273430345, -0.7249638016825938
-0.051504, 0.026851, -0.043943, 150.36, 0.018676343591562172, -0.03943009632648151, 150.41264188901593, 0.05606962989371881, -0.724914059256776
-0.051649, 0.03208, -0.041722, 150.64, 0.01826481373313635, -0.0396228080748879, 150.4033295983174, 0.05483414572418495, -0.7248383301176247
-0.051798, 0.0074286, -0.04275, 148.98, 0.017834462415026748, -0.039776632175693244, 150.3930388784, 0.05354215626102359, -0.7248715222253364
-0.051949, 0.011261, -0.045246, 151.83, 0.017418327666338402, -0.03998923677694408, 150.384943830274, 0.05229284741047253, -0.7249303781730307
-0.052104, 0.023211, -0.045312, 149.09, 0.016992844198264592, -0.040138819099762156, 150.37514966213712, 0.05101547207927693, -0.7248757605120193
-0.052263, 0.024159, -0.042866, 149.68, 0.016569340581831432, -0.04029631888613493, 150.36596315607315, 0.04974404060685602, -0.7248252793540133
-0.052425, 0.026891, -0.044274, 150.54, 0.016149137771405996, -0.04046938461897467, 150.35756398535156, 0.0484825187278358, -0.7247727771844071
-0.052591, 0.028732, -0.043596, 149.09, 0.015722904306080733, -0.04060656927910992, 150.34840598200375, 0.047202891774522415, -0.7246910433765663
-0.052761, 0.031393, -0.044663, 151.28, 0.015304201251136846, -0.04078849331297956, 150.34090141354145, 0.04594587242215412, -0.7246245961224657
-0.052936, 0.0027246, -0.042075, 151.09, 0.014876196340798568, -0.040961299070918854, 150.3334647332868, 0.04466092728298868, -0.7246904645153922
-0.053115, 0.012024, -0.041918, 148.83, 0.014443094880024092, -0.04108009898388131, 150.32477961410325, 0.043360681413501405, -0.7246858933805844
-0.053299, 0.0086097, -0.037463, 151.4, 0.01401602297117292, -0.04125014033267883, 150.31794303261842, 0.04207853730698005, -0.7247202290634837
-0.053487, 0.0026368, -0.037335, 148.53, 0.013579843311565249, -0.04135224013248392, 150.30949726305266, 0.04076905014952491, -0.7247523133072311
-0.053681, 0.02585, -0.044207, 149.2, 0.013149901244447442, -0.04146830329990377, 150.30171823038575, 0.03947828932897934, -0.7246911857122933
-0.053879, 0.023433, -0.035234, 150.84, 0.012722300399085573, -0.04161323969889472, 150.29516151988153, 0.03819455726311002, -0.7246518182925151
-0.054083, 0.024529, -0.047412, 148.91, 0.01229078971209195, -0.0417161076553609, 150.28765445074836, 0.03689908717303052, -0.7245965857735189
-0.054292, 0.0077947, -0.043911, 150.76, 0.011858906345621433, -0.04185511995564993, 150.28150698153627, 0.03560249823438004, -0.7246138895696811
-0.054506, 0.00019975, -0.047131, 149.44, 0.011423972905557111, -0.04196168124301364, 150.27477400759196, 0.03429675244461924, -0.7246513515535113
-0.054725, 0.018593, -0.046287, 151.72, 0.010993718731844454, -0.04211551450727329, 150.26966464480248, 0.033005054625823725, -0.7246284102335862
-0.054949, 0.016996, -0.036704, 151.52, 0.010562493252108939, -0.04225665206868785, 150.2646268333223, 0.03171044077750946, -0.724608946964477
-0.055177, 0.02363, -0.039563, 149.65, 0.010130917249509748, -0.04235233328385914, 150.25867172419825, 0.0304147745986285, -0.7245656123394962
-0.055411, 0.016363, -0.04781, 148.28, 0.009698344131280557, -0.042416207360567657, 150.25212372528753, 0.02911611490530178, -0.72454618969992
-0.05565, -0.0043418, -0.042957, 151.57, 0.009263138702508701, -0.04254914177078227, 150.24780622502934, 0.02780955255816228, -0.7245838240109244
-0.055893, 0.016837, -0.036723, 149.83, 0.008830775140142624, -0.04263534327784108, 150.24262774790748, 0.02651152198796286, -0.724562786747133
-0.05614, 0.019862, -0.039315, 150.5, 0.00839812999534085, -0.04273391607829935, 150.2380945556919, 0.025212646058345164, -0.7245316060360032
-0.056391, 0.0090269, -0.040799, 150.42, 0.007964639757535237, -0.04282713922255432, 150.23374278731228, 0.023911233012630904, -0.7245281397630428
-0.056645, -0.0036916, -0.043579, 151.39, 0.0075289031725508495, -0.04293979346455126, 150.23022897834187, 0.022603076042212695, -0.7245481689639983
-0.056902, 0.0045461, -0.04078, 150.11, 0.0070959811202423876, -0.04301745906960368, 150.22613793585336, 0.021303368788126227, -0.7245547074134477
-0.057163, 0.019997, -0.046806, 150.71, 0.006662929263586696, -0.04310741172370025, 150.22266645352192, 0.020003271838826022, -0.7245228947927899
-0.057425, 0.008656, -0.046625, 150.8, 0.006229157455991331, -0.043195154997485045, 150.2194799897728, 0.018701013471658815, -0.7245129824318136
-0.057688, 0.0015717, -0.044205, 150.77, 0.0057953782364576585, -0.043276932199816216, 150.21649678106886, 0.01739873285256442, -0.7245152662187553
-0.057953, 0.016172, -0.048421, 151.18, 0.005361139161313771, -0.04336582089620622, 150.21401805127198, 0.016095071666993355, -0.7244865256754083
-0.058219, -0.010048, -0.041538, 150.84, 0.004927389546109175, -0.04343956157165001, 150.21153132779423, 0.014792879925240846, -0.7245023566910945
-0.058487, 0.01334, -0.045059, 149.94, 0.0044980093572916735, -0.043489540634176725, 150.2086925361476, 0.013503805961021778, -0.7244932642682381
-0.058757, -0.0022973, -0.050396, 151.88, 0.004061083838256505, -0.04358284794052456, 150.2073754499997, 0.012192079603915615, -0.7244780708566761
-0.059029, 0.017658, -0.038032, 150.21, 0.00363204137451842, -0.04362746769166996, 150.20514086675075, 0.010904019549090316, -0.7244622233654213
-0.059303, 0.0061228, -0.047432, 150.92, 0.003200075971876588, -0.04368842949321814, 150.20363576673057, 0.009607184323593542, -0.7244478556489677
-0.05958, 0.0043238, -0.043047, 151.12, 0.0027676352495650627, -0.04374785771249941, 150.20248247784394, 0.00830892210582549, -0.7244310924718261
-0.059861, 0.016943, -0.044092, 150.12, 0.002341162168918765, -0.04377995350788514, 150.20086509646893, 0.007028575785667013, -0.7244218869982663
-0.060144, -0.0049202, -0.043757, 150.65, 0.0019123963369015952, -0.04381997973862783, 150.19983596633674, 0.005741346227353652, -0.7244174645929385
-0.06043, 0.0085144, -0.044073, 152.05, 0.0014760578728972816, -0.043888611191221505, 150.20002821127116, 0.004431382311495472, -0.7243775432152851
-0.060719, -0.0055391, -0.042667, 148.65, 0.0010616537447909323, -0.04387252260916438, 150.19799278071613, 0.003187269084758208, -0.7244119304263459
-0.061012, -0.0081211, -0.046507, 150.74, 0.0006348191920135712, -0.043902713198633425, 150.19769202865925, 0.0019058375624290658, -0.7244016828505253
-0.061307, -0.0078506, -0.037646, 149.89, 0.00021498317387274744, -0.043904796153699105, 150.19694794444348, 0.0006454168576052469, -0.7244093154835288
-0.061606, -0.00059643, -0.049605, 150.31, -0.0002067570734703121, -0.04391744646110571, 150.196758688573, -0.0006207206742879994, -0.7244064247148894
-0.061908, -0.0053498, -0.040093, 150.06, -0.0006253045240578002, -0.04391577282640662, 150.19655536425043, -0.0018772728753303166, -0.7244089248748712
-0.062214, -0.0058241, -0.038559, 151.76, -0.0010562625090863012, -0.04394880017166303, 150.19787651133646, -0.0031710836580366177, -0.7243672762762575
-0.062522, 0.0010465, -0.041147, 150.2, -0.0014732863730501746, -0.043941986166313, 150.19819395772538, -0.004423061787196058, -0.7243685148177568
-0.062833, 0.0036527, -0.046867, 148.48, -0.0018738542609656524, -0.043893080171031496, 150.1973371374792, -0.005625636215783708, -0.7244191362704849
-0.063147, 0.010025, -0.048474, 151.09, -0.002296084549758047, -0.043901337400444274, 150.19878788325545, -0.006893244937289744, -0.7244026484879265
-0.063463, -0.012191, -0.04764, 151.97, -0.002725749989195641, -0.043925275101255566, 150.20118440457819, -0.008183175273454269, -0.7243420476159993
-0.063782, -0.00083889, -0.041374, 149.03, -0.003125386418952787, -0.043873604501059746, 150.2012891909344, -0.009382953302739071, -0.7243800498192017
-0.064104, -0.012684, -0.043757, 149.3, -0.0035259545911735407, -0.04382486688103936, 150.20179772796027, -0.010585528584860579, -0.7243979920170066
-0.064428, -0.013956, -0.03973, 150.48, -0.003936981358032777, -0.04379736827961453, 150.2034949260911, -0.01181950238606122, -0.7243766036404163
-0.064754, 0.0077255, -0.045337, 150.63, -0.004347598807324448, -0.04377125425238205, 150.20552802039393, -0.013052247344774046, -0.7243792103301965
-0.065082, -0.0033782, -0.042839, 151.23, -0.0047636107148734666, -0.04375345767699568, 150.20828846171335, -0.014301187404871879, -0.7243464940037101
-0.065412, -0.013356, -0.037821, 150.61, -0.005171284001317151, -0.04371470551170319, 150.21065921500247, -0.015525093474943352, -0.7243192104776089
-0.065744, -0.0021095, -0.046364, 152.01, -0.005593742003972262, -0.0437073313113913, 150.21455689751548, -0.016793385833047826, -0.72426080610987
-0.066078, -0.018507, -0.041991, 149.97, -0.005990469078639842, -0.04364663402423507, 150.21669594255818, -0.017984429472632544, -0.7242460979915073
-0.066412, 0.0011047, -0.047125, 150.98, -0.00639711867624451, -0.043606820143392455, 150.2199940740962, -0.01920526225086568, -0.724232598117348
-0.066746, 0.0037428, -0.048157, 150.91, -0.006800931986835374, -0.043561317607984804, 150.22340590189236, -0.020417580002463288, -0.7242287608673926
-0.06708, -0.020232, -0.048819, 149.39, -0.0071839581056793635, -0.04347692111777121, 150.22545850454858, -0.021567490991084893, -0.7242317631200985
-0.067413, -0.0040953, -0.04512, 148.47, -0.0075508620590578395, -0.043365710228636035, 150.2266841477225, -0.022669000436529436, -0.7243105822085577
-0.067744, -0.0028352, -0.039404, 151.7, -0.007960316416482904, -0.04332095213424955, 150.23137976185868, -0.023898253591283242, -0.7242633474916849
-0.068073, -0.024742, -0.038345, 151.29, -0.008363986594208145, -0.04326189369681866, 150.23582524888926, -0.025110141633138055, -0.7241758676783903
-0.068399, -0.024929, -0.045183, 149.1, -0.008733586911868485, -0.043151862414827456, 150.238087050314, -0.026219746032854648, -0.7241795298322294
-0.068721, -0.0043844, -0.043808, 150.13, -0.009114199603048193, -0.043060031572287154, 150.2415865280275, -0.027362411492111893, -0.7241980246390618
-0.069039, -0.016719, -0.042695, 151.31, -0.009512016985549071, -0.042989678118604165, 150.24654171582307, -0.02855672842533589, -0.7241292219304312
-0.069352, -0.017798, -0.04624, 151.42, -0.009909870286425294, -0.04291871981217792, 150.25179605237477, -0.02975115319176622, -0.7240517040799241
-0.069661, -0.01886, -0.037759, 151.82, -0.010312435639914097, -0.04284850997407931, 150.25765305378673, -0.0309597243592162, -0.723952222772817
-0.069963, -0.016613, -0.035979, 152.01, -0.010716124316483248, -0.04277715979315888, 150.26390037780004, -0.032171667937816006, -0.72385084829838
-0.070259, -0.024196, -0.048108, 151.08, -0.011103439773336572, -0.04268576997721669, 150.26923589721525, -0.03333445626473958, -0.7237662650798586
-0.070548, -0.018081, -0.040736, 151.66, -0.011497768604896676, -0.04259951369392427, 150.27539996780138, -0.034518299961638944, -0.7236755940787359
-0.07083, -0.021826, -0.037251, 151.22, -0.011882896007040672, -0.042497573925831145, 150.2811585836759, -0.03567451936798459, -0.7235924248502188
-0.071105, -0.0062469, -0.04826, 148.39, -0.012212061647167656, -0.042334117479248305, 150.28349635167615, -0.036662731837152664, -0.7237092436493534
-0.071371, -0.009348, -0.044019, 150.37, -0.012574699550461562, -0.04220764328108423, 150.28841697028756, -0.03775143385869342, -0.7237179037335072
-0.07163, -0.022972, -0.044661, 150.66, -0.012942683906955226, -0.0420832922186069, 150.29382289558012, -0.03885618686209178, -0.7236582049582574
-0.07188, -0.028491, -0.039192, 148.46, -0.013267331806954176, -0.041905074598996304, 150.29640261673015, -0.03983083629009535, -0.7236892874022951
-0.072121, -0.025663, -0.037596, 151.5, -0.013647057048960382, -0.041786919597988435, 150.30310685427074, -0.040970837472672106, -0.7235751095240961
-0.072354, -0.023013, -0.037188, 151.2, -0.014018059747119992, -0.04165769997701311, 150.30952348752615, -0.04208465206241754, -0.7234883335413922
-0.072578, -0.02673, -0.041187, 150.51, -0.01437370973861319, -0.04151111032560962, 150.31510386420072, -0.043152375158052654, -0.7234219662310508
-0.072793, -0.030131, -0.038632, 151.49, -0.014747588909428472, -0.04137966833692139, 150.32214597244115, -0.044274825418715795, -0.723287308042348
-0.073, -0.013074, -0.044424, 149.97, -0.01508318838293891, -0.04121441458579731, 150.3271343379666, -0.045282353374067746, -0.7233163421303278
-0.073197, -0.031464, -0.037537, 150.88, -0.015439815065046558, -0.041060916077860436, 150.3334890654285, -0.046353008664701545, -0.7232083582443898
-0.073386, -0.027449, -0.044637, 150.1, -0.015776091746894386, -0.040889914830261914, 150.3387964335434, -0.047362569717198676, -0.723163769622572
-0.073567, -0.021875, -0.036296, 149.39, -0.016092292273398104, -0.04069666450940272, 150.34307396071142, -0.04831185866159743, -0.7231884506783314
-0.073739, -0.011939, -0.036914, 152.18, -0.016463550684348124, -0.04055634790459248, 150.35160892150438, -0.049426440945589165, -0.7231075531168053
-0.073904, -0.034131, -0.036115, 149.78, -0.0167857619462053, -0.040362607459378426, 150.35656797310358, -0.050393775162340365, -0.723049481251827
-0.074061, -0.034529, -0.038606, 152.06, -0.017156814818364525, -0.040211568192517956, 150.36512124255665, -0.05150774038315417, -0.7228575290588133
-0.074211, -0.013582, -0.035755, 151.75, -0.01751113189049052, -0.040048646698837925, 150.37327217713758, -0.052571461823153066, -0.7227983564490605
-0.074354, -0.014675, -0.03533, 149.25, -0.017804731592276843, -0.03983156661799027, 150.37749969314186, -0.05345289916314196, -0.7228825712977078
-0.07449, -0.019088, -0.042558, 151.99, -0.018161056190503778, -0.03966741036602442, 150.3862005753702, -0.05452264754545587, -0.7227815631163845
-0.074621, -0.011158, -0.03571, 150.88, -0.01848495931591281, -0.03947426354583803, 150.39313778648477, -0.0554950610306794, -0.7227947413299267
-0.074747, -0.026453, -0.043732, 152.25, -0.018845047878814827, -0.03930678557797659, 150.40243269677717, -0.05657610948922238, -0.7226378098424499
-0.074868, -0.034146, -0.042574, 149.87, -0.01914733633086706, -0.03908854259287439, 150.40778632236083, -0.0574836319678392, -0.7225808549565902
-0.074984, -0.011134, -0.037033, 149.66, -0.019431297197128102, -0.03885999541237766, 150.41276831088976, -0.058336131848102143, -0.7226774655467509
-0.075098, -0.0124, -0.044184, 151.65, -0.019762016475289915, -0.03866812210733721, 150.42120757951344, -0.05932900860871328, -0.7226467931257797
-0.075208, -0.034642, -0.043828, 152.1, -0.02011120347074624, -0.03848024860446055, 150.43049333312737, -0.06037732866680973, -0.7224515964931142
