-0.059569,0.011004,0.0021863,150.48,1.044e-05,0.3,2.2508e-07
-0.059569,-0.001596,-0.0056881,149.4,6.847e-06,0.29995,0.020999
-0.059569,0.0086323,0.00024707,151.76,4.0274e-06,0.29982,0.041995
-0.059569,-0.010381,-0.0014088,149.82,1.8272e-06,0.2996,0.062982
-0.059568,0.014912,0.0064683,151.9,1.0633e-07,0.29928,0.083957
-0.059567,-0.004233,0.0012754,148.79,-1.2627e-06,0.29888,0.10492
-0.059567,0.0031024,0.0031745,151.1,-2.3958e-06,0.29838,0.12586
-0.059566,0.0022936,-0.0045995,151.7,-3.3981e-06,0.2978,0.14677
-0.059565,-0.0034611,0.006914,150.85,-4.3647e-06,0.29712,0.16766
-0.059563,0.0079347,-0.0053252,149.18,-5.3818e-06,0.29636,0.18851
-0.059562,0.0044734,0.0003311,150.01,-6.527e-06,0.29551,0.20933
-0.05956,-0.00041448,-0.0029891,149.89,-7.8701e-06,0.29456,0.23011
-0.059559,-0.011547,0.00021398,148.77,-9.4742e-06,0.29353,0.25085
-0.059557,0.0097636,0.0045808,148.68,-1.1396e-05,0.29241,0.27153
-0.059555,0.0028106,0.0068765,150.26,-1.3685e-05,0.2912,0.29217
-0.059553,-0.007033,-0.0061571,150.86,-1.6389e-05,0.28991,0.31275
-0.05955,0.014876,0.0039841,149.87,-1.9546e-05,0.28852,0.33327
-0.059548,-0.010007,0.0031443,149.27,-2.3195e-05,0.28705,0.35372
-0.059545,0.0053695,-0.0041368,148.1,-2.7367e-05,0.28549,0.37411
-0.059542,-0.0077024,0.0013563,149.45,-3.2092e-05,0.28384,0.39443
-0.05954,0.011757,0.0037318,149.16,-3.7396e-05,0.2821,0.41467
-0.059536,-0.012071,0.0041232,148.94,-4.3303e-05,0.28028,0.43483
-0.059533,0.0099249,0.0024061,151.71,-4.9835e-05,0.27837,0.45491
-0.05953,-0.011617,-9.2951e-05,148.25,-5.7011e-05,0.27637,0.4749
-0.059527,-0.002126,-0.0052038,151.28,-6.4848e-05,0.27429,0.4948
-0.059523,-0.013293,-0.0030561,150.9,-7.3364e-05,0.27212,0.5146
-0.059519,-0.014781,-0.0035743,150.12,-8.2574e-05,0.26986,0.53431
-0.059515,0.013934,-0.00079577,150.22,-9.2491e-05,0.26753,0.55391
-0.059511,0.0044735,-0.0047981,151.75,-0.00010313,0.2651,0.57341
-0.059507,-0.00044217,-0.0036354,148.16,-0.0001145,0.2626,0.59279
-0.059503,-0.00046315,0.0036,149.78,-0.00012662,0.26,0.61206
-0.059498,0.0055357,0.0017543,150.91,-0.00013949,0.25733,0.63121
-0.059494,0.0032259,0.0055543,148.69,-0.00015314,0.25457,0.65024
-0.059489,0.0070353,0.004777,148.18,-0.00016756,0.25173,0.66915
-0.059484,-0.0037172,-0.0020177,150.01,-0.00018278,0.24881,0.68792
-0.059479,-0.0038775,0.004744,148.8,-0.00019879,0.24581,0.70656
-0.059474,0.012744,0.0017294,149.1,-0.00021562,0.24272,0.72507
-0.059469,0.0064282,-0.00022579,148.08,-0.00023327,0.23956,0.74343
-0.059464,-0.013108,0.0061942,148.95,-0.00025176,0.23631,0.76165
-0.059458,0.0054272,-0.0048127,148.31,-0.00027108,0.23299,0.77972
-0.059453,0.0012754,0.005031,151.82,-0.00029126,0.22959,0.79764
-0.059447,-0.0024741,0.0030769,151.4,-0.00031231,0.22611,0.8154
-0.059441,0.003949,-0.0016622,150.86,-0.00033422,0.22255,0.83301
-0.059435,-0.015273,0.0060556,148.51,-0.00035702,0.21891,0.85045
-0.059429,-0.003469,0.0050678,150.08,-0.00038071,0.2152,0.86772
-0.059423,0.0039374,-0.0040347,149.82,-0.0004053,0.21141,0.88483
-0.059417,0.0040536,-0.0037066,148.42,-0.0004308,0.20755,0.90176
-0.05941,-0.0016339,-0.0041152,148.49,-0.00045721,0.20361,0.91851
-0.059404,-0.00043769,0.0024845,151.43,-0.00048454,0.1996,0.93509
-0.059397,-0.0016922,0.0075606,151.61,-0.00051279,0.19552,0.95148
-0.05939,0.00089544,0.0039762,151.9,-0.00054198,0.19136,0.96768
-0.059384,0.011644,-0.0026252,150.48,-0.00057211,0.18713,0.98369
-0.059377,0.010978,0.004313,150.35,-0.00060317,0.18283,0.9995
-0.05937,0.0039862,0.0055341,149.63,-0.00063518,0.17846,1.0151
-0.059363,0.011784,0.004365,149.03,-0.00066812,0.17402,1.0305
-0.059355,0.014965,0.00082675,151.24,-0.00070201,0.16952,1.0457
-0.059348,0.0081027,0.0035348,150.67,-0.00073683,0.16494,1.0608
-0.059341,-0.0049075,-0.0054866,149.45,-0.00077259,0.16029,1.0755
-0.059333,5.4436e-05,0.004457,150.72,-0.00080927,0.15558,1.0901
-0.059325,-0.0036587,0.0059659,151.59,-0.00084688,0.15081,1.1045
